seed,scenario,strategy,jobs,success_rate,stranded,duplicate_generations,total_cost,cost_per_1k_success,retry_amplification,p50_completion_s,p95_completion_s,p99_completion_s,window_jobs,window_success_rate,window_p50_completion_s,window_p95_completion_s,window_p99_completion_s
16,baseline,durable_workflow,558,1.0,0,0,583.9999999999998,1046.5949820788528,1.0376344086021505,76.08040255200945,183.8892568099186,298.6351149159259,,,,,
17,baseline,durable_workflow,504,1.0,0,0,523.3999999999999,1038.4920634920632,1.0317460317460319,78.19080290206648,177.05283817991676,316.1400653469805,,,,,
18,baseline,durable_workflow,520,1.0,0,0,545.3999999999997,1048.8461538461534,1.0442307692307693,76.71999760765175,182.99371771804726,264.4125147815982,,,,,
19,baseline,durable_workflow,512,1.0,0,0,528.7999999999998,1032.8124999999998,1.033203125,76.46606001151065,183.31247817468056,274.4785343963176,,,,,
20,baseline,durable_workflow,521,1.0,0,0,546.7999999999997,1049.5201535508631,1.036468330134357,76.4243880060325,186.685085780524,276.4221073259855,,,,,
21,baseline,durable_workflow,544,1.0,0,0,570.1999999999998,1048.161764705882,1.0422794117647058,75.51059524221819,191.42888058786696,270.61895713593776,,,,,
22,baseline,durable_workflow,557,1.0,0,0,582.5999999999997,1045.9605026929976,1.0466786355475763,79.26055078054605,188.6535363682757,237.21477787600406,,,,,
23,baseline,durable_workflow,534,1.0,0,0,558.9999999999998,1046.8164794007487,1.0374531835205993,74.65130730671672,185.46170161923965,258.00666962748016,,,,,
24,baseline,durable_workflow,568,1.0,0,0,593.7999999999997,1045.4225352112671,1.0404929577464788,75.98457058833765,180.37475461869712,265.7964577692544,,,,,
25,baseline,durable_workflow,535,1.0,0,0,563.7999999999997,1053.831775700934,1.050467289719626,80.25764257705157,194.72475910484445,276.1959653717531,,,,,
26,baseline,durable_workflow,502,1.0,0,0,538.9999999999998,1073.705179282868,1.0557768924302788,81.33158357610444,191.10683013883772,246.81896265178057,,,,,
27,baseline,durable_workflow,542,1.0,0,0,567.3999999999997,1046.863468634686,1.0387453874538746,78.06454228749658,181.07497679141306,243.3633947993726,,,,,
28,baseline,durable_workflow,524,1.0,0,1,542.1999999999998,1034.7328244274804,1.036259541984733,77.61705098730408,179.8857365855447,273.2670889206029,,,,,
29,baseline,durable_workflow,535,1.0,0,0,561.3999999999999,1049.345794392523,1.0429906542056075,75.05047057188682,203.02981454512974,270.51330972656933,,,,,
30,baseline,durable_workflow,512,1.0,0,0,540.7999999999998,1056.2499999999998,1.041015625,76.15385911573094,187.9593506239289,284.7166507808728,,,,,
