seed,scenario,strategy,jobs,success_rate,stranded,duplicate_generations,total_cost,cost_per_1k_success,retry_amplification,p50_completion_s,p95_completion_s,p99_completion_s,window_jobs,window_success_rate,window_p50_completion_s,window_p95_completion_s,window_p99_completion_s,label
30,generation_outage,durable_workflow,512,1.0,0,0,680.3999999999963,1328.906249999993,1.11328125,84.86865386016899,239.96637050243226,360.9865223206341,222,1.0,93.80586473662675,250.6155000071576,369.65643830116414,floor=0.30
1,generation_outage,durable_workflow,513,1.0,0,0,672.1999999999963,1310.3313840155872,1.1091617933723197,86.76344716533941,235.58984075652552,306.46257038408305,212,1.0,98.01521454885051,253.20795888540897,330.52958172883336,floor=0.40
2,generation_outage,durable_workflow,540,1.0,0,0,697.7999999999967,1292.222222222216,1.1055555555555556,86.26442981662927,227.2526439829321,301.02254158319556,214,1.0,98.84799447571709,259.5220067487837,332.7308538230418,floor=0.40
3,generation_outage,durable_workflow,526,0.9980988593155894,0,0,687.7999999999965,1310.0952380952315,1.1045627376425855,84.37915410348751,204.49804990013263,307.3971028648316,219,0.9954337899543378,100.51362148259227,242.9960286225937,316.19541299874675,floor=0.40
4,generation_outage,durable_workflow,549,0.9963570127504554,0,0,721.7999999999963,1319.5612431444174,1.1074681238615665,86.06728678726154,224.0175911015349,318.9971798319906,241,0.991701244813278,98.33415863043274,247.6539818468725,332.74506220101,floor=0.40
5,generation_outage,durable_workflow,522,1.0,0,0,680.9999999999967,1304.597701149419,1.10727969348659,90.85242130965344,225.62735471852466,353.74946250251605,215,1.0,101.90407289386735,222.48077254004966,356.98619716464873,floor=0.40
6,generation_outage,durable_workflow,563,1.0,0,0,741.7999999999959,1317.584369449371,1.108348134991119,89.6423442533528,235.23757950263098,309.6744454057175,239,1.0,99.74159138041455,265.8448762386206,343.2086394100768,floor=0.40
7,generation_outage,durable_workflow,540,1.0,0,1,681.1999999999971,1261.481481481476,1.0796296296296297,83.95717137127667,241.005452836352,313.1103444451418,212,1.0,102.06842127146092,249.71711761267034,295.6541240780307,floor=0.40
8,generation_outage,durable_workflow,545,1.0,0,0,702.9999999999962,1289.9082568807269,1.0990825688073393,83.79234925761455,214.01962230350455,323.1582657900851,220,1.0,98.56082674766276,222.1317243317569,317.5462579619352,floor=0.40
9,generation_outage,durable_workflow,595,1.0,0,0,814.5999999999949,1369.0756302520924,1.1243697478991597,92.43072205189219,220.98547409339972,295.82923727018056,273,1.0,102.13932291879814,231.93541043549362,311.261725687576,floor=0.40
10,generation_outage,durable_workflow,518,1.0,0,0,670.5999999999971,1294.594594594589,1.113899613899614,86.53912851585619,224.75853464428337,285.05987049996395,206,1.0,95.59741558046358,250.83517238157947,299.9466419904604,floor=0.40
11,generation_outage,durable_workflow,542,1.0,0,0,721.7999999999959,1331.7343173431657,1.1125461254612545,88.59589951987346,248.07144898579895,381.3095902831599,243,1.0,102.28950874194334,264.8786730485209,381.3095902831599,floor=0.40
12,generation_outage,durable_workflow,501,1.0,0,0,670.3999999999963,1338.1237524950027,1.1177644710578842,87.60055446028537,231.3475186329049,350.63764160176106,211,1.0,98.63359791426547,255.64195492307385,370.76916648703764,floor=0.40
13,generation_outage,durable_workflow,540,1.0,0,0,707.5999999999962,1310.3703703703634,1.0962962962962963,88.86865495387565,215.20119963477623,330.12589213515093,234,1.0,97.50928880072092,227.57015673877822,330.12589213515093,floor=0.40
14,generation_outage,durable_workflow,548,1.0,0,0,727.799999999996,1328.1021897810147,1.1186131386861313,90.82664975239254,243.3193822303631,318.0844363151298,229,1.0,106.43834557167224,273.60080880444775,380.86173171017003,floor=0.40
15,generation_outage,durable_workflow,574,0.9982578397212544,0,0,748.7999999999955,1306.8062827225053,1.1062717770034842,90.07276501151273,227.22478341236592,316.32241056336443,237,0.9957805907172996,98.46113590976756,246.17656370039163,316.32241056336443,floor=0.40
16,generation_outage,durable_workflow,558,0.9982078853046595,0,0,734.1999999999958,1318.1328545780896,1.114695340501792,86.58531405331496,225.64635231105308,319.0854288427706,223,0.9955156950672646,98.42105905031895,238.89485732547382,312.80820353758736,floor=0.40
17,generation_outage,durable_workflow,504,0.996031746031746,0,0,654.9999999999967,1304.7808764940173,1.1031746031746033,85.87925471961762,227.38632668801347,358.45757608047404,208,0.9903846153846154,97.64521765545942,242.58716687019273,330.81816591509914,floor=0.40
18,generation_outage,durable_workflow,520,1.0,0,0,687.5999999999959,1322.3076923076844,1.1115384615384616,90.75585990880518,228.928854669791,381.9852989912803,228,1.0,101.39883509587389,239.09910479585074,410.5709346118929,floor=0.40
19,generation_outage,durable_workflow,512,1.0,0,0,652.7999999999972,1274.9999999999945,1.099609375,85.69930637398329,203.18613539902162,299.94401751587975,197,1.0,96.61411925035009,253.22790789156636,311.3718301578863,floor=0.40
20,generation_outage,durable_workflow,521,1.0,0,0,674.1999999999965,1294.0499040307034,1.1036468330134357,88.98633534675707,238.03946325072388,345.8884516429139,196,1.0,96.16508810347977,265.46674829539256,439.79493977892093,floor=0.40
21,generation_outage,durable_workflow,544,1.0,0,0,708.5999999999966,1302.5735294117585,1.1084558823529411,79.47227225507675,233.09822807710952,311.5581898466122,208,1.0,93.17129381316659,235.51918934045102,322.4983160510683,floor=0.40
22,generation_outage,durable_workflow,557,1.0,0,0,733.3999999999959,1316.6965888689333,1.104129263913824,84.90536378423894,232.42825400244874,330.9026299532769,230,1.0,92.03663912197726,256.4425331196637,327.2344737905794,floor=0.40
23,generation_outage,durable_workflow,534,0.99812734082397,0,0,708.799999999996,1329.8311444652834,1.1142322097378277,85.39066180803424,216.54186968173371,356.7730542411666,233,1.0,101.86610699815287,224.5119000169384,358.6610902686955,floor=0.40
24,generation_outage,durable_workflow,568,0.9982394366197183,0,0,748.9999999999959,1320.9876543209805,1.1109154929577465,82.83386311868162,215.7878009457163,322.6774325731669,239,1.0,94.34015749252103,255.90998045106187,325.44114648091,floor=0.40
25,generation_outage,durable_workflow,535,1.0,0,0,731.999999999996,1368.224299065413,1.1476635514018692,90.21668409831068,239.5691667837716,346.7835132549352,217,1.0,104.31832974195947,266.3661326169189,406.3602739487435,floor=0.40
26,generation_outage,durable_workflow,502,1.0,0,0,677.1999999999965,1349.003984063738,1.1354581673306774,86.0775954319887,246.19706921169973,355.90480217810887,209,1.0,105.94904378991373,263.86841099899016,357.38203298425424,floor=0.40
27,generation_outage,durable_workflow,542,1.0,0,1,725.9999999999955,1339.4833948339399,1.1107011070110702,88.50116165910367,225.86282094344142,394.2270932642332,243,1.0,99.12481195151167,250.78660034844688,443.23915490029447,floor=0.40
28,generation_outage,durable_workflow,524,1.0,0,0,677.1999999999964,1292.3664122137334,1.08206106870229,86.5497954590042,219.89605278473618,317.06808073288926,214,1.0,100.21842579641589,232.0406597888682,307.604228176392,floor=0.40
29,generation_outage,durable_workflow,535,0.9981308411214953,0,0,703.599999999996,1317.6029962546743,1.0953271028037384,87.73393754004246,224.90805876376294,287.30467988711825,238,0.9957983193277311,98.61610612157392,224.32467759041947,324.76306808259505,floor=0.40
30,generation_outage,durable_workflow,512,1.0,0,0,680.3999999999963,1328.906249999993,1.11328125,84.86865386016899,239.96637050243226,360.9865223206341,222,1.0,93.80586473662675,250.6155000071576,369.65643830116414,floor=0.40
1,generation_outage,durable_workflow,513,1.0,0,0,844.5999999999963,1646.3937621832285,1.46588693957115,112.19806203005828,279.457818447745,345.8193435506262,212,1.0,173.98935720031432,318.023043795336,375.4427551556978,floor=0.50
2,generation_outage,durable_workflow,540,1.0,0,0,868.3999999999962,1608.1481481481412,1.4388888888888889,110.98260601467746,291.5778597463848,379.03805276348703,214,1.0,182.0204071327346,327.2720790887531,398.24555865296475,floor=0.50
3,generation_outage,durable_workflow,526,0.9980988593155894,0,0,854.9999999999964,1628.5714285714216,1.4486692015209126,111.79414358805161,259.06543729367536,353.53078575868653,219,0.9954337899543378,169.53386514094427,304.11265609932207,363.892485637901,floor=0.50
4,generation_outage,durable_workflow,549,0.9981785063752276,0,0,915.7999999999961,1671.1678832116716,1.477231329690346,114.22187718013265,295.59130661879317,384.749023802171,241,0.995850622406639,178.673918917048,329.61810677415633,429.5735772459427,floor=0.50
5,generation_outage,durable_workflow,522,1.0,0,0,858.3999999999962,1644.4444444444373,1.4674329501915708,119.73033826839651,279.9200260141956,381.6776218337417,215,1.0,167.03460723434318,317.1559069176076,422.0273776745662,floor=0.50
6,generation_outage,durable_workflow,563,0.9964476021314387,0,0,926.599999999996,1651.693404634574,1.463587921847247,119.65494120737094,282.6152970613307,382.90240996757575,239,0.9916317991631799,174.99284299890132,321.4510446051827,429.9464223169441,floor=0.50
7,generation_outage,durable_workflow,540,1.0,0,0,848.7999999999968,1571.8518518518458,1.412962962962963,105.62494437075827,295.02711653229653,364.8628650818996,212,1.0,175.91427742821338,338.3901657939625,430.29492030091365,floor=0.50
8,generation_outage,durable_workflow,545,1.0,0,0,884.7999999999961,1623.486238532103,1.4458715596330276,114.51237982354274,280.8853507438489,384.852343012489,220,1.0,169.49101716180326,340.9470420603245,436.6774502639039,floor=0.50
9,generation_outage,durable_workflow,595,1.0,0,0,1009.3999999999954,1696.4705882352864,1.4991596638655462,124.15229061639502,275.13192057123445,356.73423465139285,273,1.0,174.6536011875437,301.8478890801473,429.0991125082144,floor=0.50
10,generation_outage,durable_workflow,518,0.9980694980694981,0,0,839.5999999999967,1623.9845261121793,1.4478764478764479,108.86491010373788,281.49824888401554,399.78688214496833,206,0.9951456310679612,171.3062231389165,374.4817326645825,433.5586633368631,floor=0.50
11,generation_outage,durable_workflow,542,1.0,0,0,915.199999999996,1688.5608856088486,1.4944649446494465,120.59035235705437,288.463040449931,411.87183469937395,243,1.0,170.1728577409308,340.2008815837198,456.030424152661,floor=0.50
12,generation_outage,durable_workflow,501,1.0,0,0,836.3999999999965,1669.461077844304,1.4810379241516967,123.99619310233402,277.07518857394916,381.98465097403187,211,1.0,179.75302772668238,322.47670082766854,475.889452019931,floor=0.50
13,generation_outage,durable_workflow,540,0.9944444444444445,0,0,899.999999999996,1675.9776536312777,1.4777777777777779,111.33864478289775,292.2358181383263,385.406001369764,234,0.9871794871794872,178.15097583622946,334.1573047351876,484.21337098345407,floor=0.50
14,generation_outage,durable_workflow,548,0.9963503649635036,0,0,912.1999999999961,1670.6959706959635,1.4817518248175183,118.98542459403711,298.8059357596253,413.5067794618333,229,0.9912663755458515,186.4909726507226,337.22057641631045,437.7771328486949,floor=0.50
15,generation_outage,durable_workflow,574,1.0,0,0,950.7999999999954,1656.4459930313508,1.4686411149825784,117.45927915554103,288.2586670456958,422.9474572326069,237,1.0,174.51673716048322,367.56805060950023,468.9624189449901,floor=0.50
16,generation_outage,durable_workflow,558,1.0,0,0,891.9999999999961,1598.5663082437206,1.4318996415770608,104.23154465206244,271.11479526848007,355.529230216732,223,1.0,173.48058955540296,303.2136340431232,416.37376792410373,floor=0.50
17,generation_outage,durable_workflow,504,1.0,0,0,808.1999999999967,1603.5714285714223,1.4365079365079365,111.72249202965668,275.3293278216721,391.9843073068355,208,1.0,172.44949826233847,345.7512374876144,406.6469689365929,floor=0.50
18,generation_outage,durable_workflow,520,0.9961538461538462,0,0,879.5999999999958,1698.06949806949,1.498076923076923,122.18174407357776,290.7930936828607,374.203675509862,228,0.9912280701754386,177.25402090184934,318.6960399279475,384.7650875998338,floor=0.50
19,generation_outage,durable_workflow,512,0.998046875,0,0,812.3999999999969,1589.8238747553755,1.435546875,111.36286955668953,256.167326221492,391.5593116858888,197,0.9949238578680203,176.44382335032083,341.8169012548367,508.673932591674,floor=0.50
20,generation_outage,durable_workflow,521,0.9961612284069098,0,0,834.7999999999965,1608.4778420038467,1.4318618042226487,110.61583007195895,278.5768033182626,350.0482595890421,196,0.9897959183673469,187.09023701775095,315.8165670400115,359.6027352063535,floor=0.50
21,generation_outage,durable_workflow,544,0.9981617647058824,0,1,868.3999999999965,1599.263351749533,1.4283088235294117,110.9012247290566,277.07343217152004,372.7860433195276,208,0.9951923076923077,164.64385326436332,325.1481190082104,380.0081932777098,floor=0.50
22,generation_outage,durable_workflow,557,0.9964093357271095,0,0,918.9999999999957,1655.855855855848,1.4703770197486534,119.8596409707568,296.013307220029,362.54360766474383,230,0.991304347826087,169.81080321860372,310.0026109337264,375.49849706424243,floor=0.50
23,generation_outage,durable_workflow,534,0.99812734082397,0,0,871.3999999999961,1634.8968105065594,1.4550561797752808,114.4929190660373,300.17502225470025,358.4082152288231,233,0.9957081545064378,167.10916946680004,337.7961821757119,370.26237850057123,floor=0.50
24,generation_outage,durable_workflow,568,0.9982394366197183,0,0,930.9999999999958,1641.975308641968,1.4595070422535212,110.20196327369968,302.1970823374834,357.1340825235286,239,0.99581589958159,171.97598631485607,335.05545375729685,362.9441275943318,floor=0.50
25,generation_outage,durable_workflow,535,0.9981308411214953,0,0,875.799999999996,1640.0749063670337,1.4598130841121495,113.18859624512743,270.52885465049076,381.4114915478938,217,1.0,168.42558396962932,323.1197750287704,448.32426009274445,floor=0.50
26,generation_outage,durable_workflow,502,1.0,0,0,820.5999999999966,1634.6613545816667,1.456175298804781,110.01192145414575,271.7329789880732,337.9921739899544,209,1.0,173.57116163894784,303.1768500969097,379.8743888450815,floor=0.50
27,generation_outage,durable_workflow,542,1.0,0,0,900.599999999996,1661.6236162361552,1.477859778597786,116.32855291843379,253.8864840941668,371.65587229366827,243,1.0,163.17463216304668,317.52920431285656,399.0773632752789,floor=0.50
28,generation_outage,durable_workflow,524,1.0,0,0,859.3999999999962,1640.0763358778554,1.463740458015267,112.6441432511815,269.4113357618162,384.018368553143,214,1.0,171.04225919326427,311.9831842261351,384.21012139003915,floor=0.50
29,generation_outage,durable_workflow,535,1.0,0,0,905.1999999999958,1691.9626168224222,1.4934579439252336,122.77504401037709,286.28263028519837,374.96385049169317,238,1.0,180.22499201346727,323.6305506507165,425.54269708255583,floor=0.50
30,generation_outage,durable_workflow,512,0.998046875,0,0,848.3999999999963,1660.2739726027326,1.474609375,115.84293845596312,261.054414228891,373.7711625665122,222,0.9954954954954955,176.5546358287893,311.24965025904066,386.5963387405923,floor=0.50
1,generation_outage,durable_workflow,513,1.0,0,0,844.5999999999963,1646.3937621832285,1.46588693957115,112.19806203005828,279.457818447745,345.8193435506262,212,1.0,173.98935720031432,318.023043795336,375.4427551556978,floor=0.60
2,generation_outage,durable_workflow,540,1.0,0,0,868.3999999999962,1608.1481481481412,1.4388888888888889,110.98260601467746,291.5778597463848,379.03805276348703,214,1.0,182.0204071327346,327.2720790887531,398.24555865296475,floor=0.60
3,generation_outage,durable_workflow,526,0.9980988593155894,0,0,854.9999999999964,1628.5714285714216,1.4486692015209126,111.79414358805161,259.06543729367536,353.53078575868653,219,0.9954337899543378,169.53386514094427,304.11265609932207,363.892485637901,floor=0.60
4,generation_outage,durable_workflow,549,0.9981785063752276,0,0,915.7999999999961,1671.1678832116716,1.477231329690346,114.22187718013265,295.59130661879317,384.749023802171,241,0.995850622406639,178.673918917048,329.61810677415633,429.5735772459427,floor=0.60
5,generation_outage,durable_workflow,522,1.0,0,0,858.3999999999962,1644.4444444444373,1.4674329501915708,119.73033826839651,279.9200260141956,381.6776218337417,215,1.0,167.03460723434318,317.1559069176076,422.0273776745662,floor=0.60
6,generation_outage,durable_workflow,563,0.9964476021314387,0,0,926.599999999996,1651.693404634574,1.463587921847247,119.65494120737094,282.6152970613307,382.90240996757575,239,0.9916317991631799,174.99284299890132,321.4510446051827,429.9464223169441,floor=0.60
7,generation_outage,durable_workflow,540,1.0,0,0,848.7999999999968,1571.8518518518458,1.412962962962963,105.62494437075827,295.02711653229653,364.8628650818996,212,1.0,175.91427742821338,338.3901657939625,430.29492030091365,floor=0.60
8,generation_outage,durable_workflow,545,1.0,0,0,884.7999999999961,1623.486238532103,1.4458715596330276,114.51237982354274,280.8853507438489,384.852343012489,220,1.0,169.49101716180326,340.9470420603245,436.6774502639039,floor=0.60
9,generation_outage,durable_workflow,595,1.0,0,0,1009.3999999999954,1696.4705882352864,1.4991596638655462,124.15229061639502,275.13192057123445,356.73423465139285,273,1.0,174.6536011875437,301.8478890801473,429.0991125082144,floor=0.60
10,generation_outage,durable_workflow,518,0.9980694980694981,0,0,839.5999999999967,1623.9845261121793,1.4478764478764479,108.86491010373788,281.49824888401554,399.78688214496833,206,0.9951456310679612,171.3062231389165,374.4817326645825,433.5586633368631,floor=0.60
11,generation_outage,durable_workflow,542,1.0,0,0,915.199999999996,1688.5608856088486,1.4944649446494465,120.59035235705437,288.463040449931,411.87183469937395,243,1.0,170.1728577409308,340.2008815837198,456.030424152661,floor=0.60
12,generation_outage,durable_workflow,501,1.0,0,0,836.3999999999965,1669.461077844304,1.4810379241516967,123.99619310233402,277.07518857394916,381.98465097403187,211,1.0,179.75302772668238,322.47670082766854,475.889452019931,floor=0.60
13,generation_outage,durable_workflow,540,0.9944444444444445,0,0,899.999999999996,1675.9776536312777,1.4777777777777779,111.33864478289775,292.2358181383263,385.406001369764,234,0.9871794871794872,178.15097583622946,334.1573047351876,484.21337098345407,floor=0.60
14,generation_outage,durable_workflow,548,0.9963503649635036,0,0,912.1999999999961,1670.6959706959635,1.4817518248175183,118.98542459403711,298.8059357596253,413.5067794618333,229,0.9912663755458515,186.4909726507226,337.22057641631045,437.7771328486949,floor=0.60
15,generation_outage,durable_workflow,574,1.0,0,0,950.7999999999954,1656.4459930313508,1.4686411149825784,117.45927915554103,288.2586670456958,422.9474572326069,237,1.0,174.51673716048322,367.56805060950023,468.9624189449901,floor=0.60
16,generation_outage,durable_workflow,558,1.0,0,0,891.9999999999961,1598.5663082437206,1.4318996415770608,104.23154465206244,271.11479526848007,355.529230216732,223,1.0,173.48058955540296,303.2136340431232,416.37376792410373,floor=0.60
17,generation_outage,durable_workflow,504,1.0,0,0,808.1999999999967,1603.5714285714223,1.4365079365079365,111.72249202965668,275.3293278216721,391.9843073068355,208,1.0,172.44949826233847,345.7512374876144,406.6469689365929,floor=0.60
18,generation_outage,durable_workflow,520,0.9961538461538462,0,0,879.5999999999958,1698.06949806949,1.498076923076923,122.18174407357776,290.7930936828607,374.203675509862,228,0.9912280701754386,177.25402090184934,318.6960399279475,384.7650875998338,floor=0.60
19,generation_outage,durable_workflow,512,0.998046875,0,0,812.3999999999969,1589.8238747553755,1.435546875,111.36286955668953,256.167326221492,391.5593116858888,197,0.9949238578680203,176.44382335032083,341.8169012548367,508.673932591674,floor=0.60
20,generation_outage,durable_workflow,521,0.9961612284069098,0,0,834.7999999999965,1608.4778420038467,1.4318618042226487,110.61583007195895,278.5768033182626,350.0482595890421,196,0.9897959183673469,187.09023701775095,315.8165670400115,359.6027352063535,floor=0.60
21,generation_outage,durable_workflow,544,0.9981617647058824,0,1,868.3999999999965,1599.263351749533,1.4283088235294117,110.9012247290566,277.07343217152004,372.7860433195276,208,0.9951923076923077,164.64385326436332,325.1481190082104,380.0081932777098,floor=0.60
22,generation_outage,durable_workflow,557,0.9964093357271095,0,0,918.9999999999957,1655.855855855848,1.4703770197486534,119.8596409707568,296.013307220029,362.54360766474383,230,0.991304347826087,169.81080321860372,310.0026109337264,375.49849706424243,floor=0.60
23,generation_outage,durable_workflow,534,0.99812734082397,0,0,871.3999999999961,1634.8968105065594,1.4550561797752808,114.4929190660373,300.17502225470025,358.4082152288231,233,0.9957081545064378,167.10916946680004,337.7961821757119,370.26237850057123,floor=0.60
24,generation_outage,durable_workflow,568,0.9982394366197183,0,0,930.9999999999958,1641.975308641968,1.4595070422535212,110.20196327369968,302.1970823374834,357.1340825235286,239,0.99581589958159,171.97598631485607,335.05545375729685,362.9441275943318,floor=0.60
25,generation_outage,durable_workflow,535,0.9981308411214953,0,0,875.799999999996,1640.0749063670337,1.4598130841121495,113.18859624512743,270.52885465049076,381.4114915478938,217,1.0,168.42558396962932,323.1197750287704,448.32426009274445,floor=0.60
26,generation_outage,durable_workflow,502,1.0,0,0,820.5999999999966,1634.6613545816667,1.456175298804781,110.01192145414575,271.7329789880732,337.9921739899544,209,1.0,173.57116163894784,303.1768500969097,379.8743888450815,floor=0.60
27,generation_outage,durable_workflow,542,1.0,0,0,900.599999999996,1661.6236162361552,1.477859778597786,116.32855291843379,253.8864840941668,371.65587229366827,243,1.0,163.17463216304668,317.52920431285656,399.0773632752789,floor=0.60
28,generation_outage,durable_workflow,524,1.0,0,0,859.3999999999962,1640.0763358778554,1.463740458015267,112.6441432511815,269.4113357618162,384.018368553143,214,1.0,171.04225919326427,311.9831842261351,384.21012139003915,floor=0.60
29,generation_outage,durable_workflow,535,1.0,0,0,905.1999999999958,1691.9626168224222,1.4934579439252336,122.77504401037709,286.28263028519837,374.96385049169317,238,1.0,180.22499201346727,323.6305506507165,425.54269708255583,floor=0.60
30,generation_outage,durable_workflow,512,0.998046875,0,0,848.3999999999963,1660.2739726027326,1.474609375,115.84293845596312,261.054414228891,373.7711625665122,222,0.9954954954954955,176.5546358287893,311.24965025904066,386.5963387405923,floor=0.60
1,generation_outage,durable_workflow,513,1.0,0,0,844.5999999999963,1646.3937621832285,1.46588693957115,112.19806203005828,279.457818447745,345.8193435506262,212,1.0,173.98935720031432,318.023043795336,375.4427551556978,floor=0.70
2,generation_outage,durable_workflow,540,1.0,0,0,868.3999999999962,1608.1481481481412,1.4388888888888889,110.98260601467746,291.5778597463848,379.03805276348703,214,1.0,182.0204071327346,327.2720790887531,398.24555865296475,floor=0.70
3,generation_outage,durable_workflow,526,0.9980988593155894,0,0,854.9999999999964,1628.5714285714216,1.4486692015209126,111.79414358805161,259.06543729367536,353.53078575868653,219,0.9954337899543378,169.53386514094427,304.11265609932207,363.892485637901,floor=0.70
4,generation_outage,durable_workflow,549,0.9981785063752276,0,0,915.7999999999961,1671.1678832116716,1.477231329690346,114.22187718013265,295.59130661879317,384.749023802171,241,0.995850622406639,178.673918917048,329.61810677415633,429.5735772459427,floor=0.70
5,generation_outage,durable_workflow,522,1.0,0,0,858.3999999999962,1644.4444444444373,1.4674329501915708,119.73033826839651,279.9200260141956,381.6776218337417,215,1.0,167.03460723434318,317.1559069176076,422.0273776745662,floor=0.70
6,generation_outage,durable_workflow,563,0.9964476021314387,0,0,926.599999999996,1651.693404634574,1.463587921847247,119.65494120737094,282.6152970613307,382.90240996757575,239,0.9916317991631799,174.99284299890132,321.4510446051827,429.9464223169441,floor=0.70
7,generation_outage,durable_workflow,540,1.0,0,0,848.7999999999968,1571.8518518518458,1.412962962962963,105.62494437075827,295.02711653229653,364.8628650818996,212,1.0,175.91427742821338,338.3901657939625,430.29492030091365,floor=0.70
8,generation_outage,durable_workflow,545,1.0,0,0,884.7999999999961,1623.486238532103,1.4458715596330276,114.51237982354274,280.8853507438489,384.852343012489,220,1.0,169.49101716180326,340.9470420603245,436.6774502639039,floor=0.70
9,generation_outage,durable_workflow,595,1.0,0,0,1009.3999999999954,1696.4705882352864,1.4991596638655462,124.15229061639502,275.13192057123445,356.73423465139285,273,1.0,174.6536011875437,301.8478890801473,429.0991125082144,floor=0.70
10,generation_outage,durable_workflow,518,0.9980694980694981,0,0,839.5999999999967,1623.9845261121793,1.4478764478764479,108.86491010373788,281.49824888401554,399.78688214496833,206,0.9951456310679612,171.3062231389165,374.4817326645825,433.5586633368631,floor=0.70
11,generation_outage,durable_workflow,542,1.0,0,0,915.199999999996,1688.5608856088486,1.4944649446494465,120.59035235705437,288.463040449931,411.87183469937395,243,1.0,170.1728577409308,340.2008815837198,456.030424152661,floor=0.70
12,generation_outage,durable_workflow,501,1.0,0,0,836.3999999999965,1669.461077844304,1.4810379241516967,123.99619310233402,277.07518857394916,381.98465097403187,211,1.0,179.75302772668238,322.47670082766854,475.889452019931,floor=0.70
13,generation_outage,durable_workflow,540,0.9944444444444445,0,0,899.999999999996,1675.9776536312777,1.4777777777777779,111.33864478289775,292.2358181383263,385.406001369764,234,0.9871794871794872,178.15097583622946,334.1573047351876,484.21337098345407,floor=0.70
14,generation_outage,durable_workflow,548,0.9963503649635036,0,0,912.1999999999961,1670.6959706959635,1.4817518248175183,118.98542459403711,298.8059357596253,413.5067794618333,229,0.9912663755458515,186.4909726507226,337.22057641631045,437.7771328486949,floor=0.70
15,generation_outage,durable_workflow,574,1.0,0,0,950.7999999999954,1656.4459930313508,1.4686411149825784,117.45927915554103,288.2586670456958,422.9474572326069,237,1.0,174.51673716048322,367.56805060950023,468.9624189449901,floor=0.70
16,generation_outage,durable_workflow,558,1.0,0,0,891.9999999999961,1598.5663082437206,1.4318996415770608,104.23154465206244,271.11479526848007,355.529230216732,223,1.0,173.48058955540296,303.2136340431232,416.37376792410373,floor=0.70
17,generation_outage,durable_workflow,504,1.0,0,0,808.1999999999967,1603.5714285714223,1.4365079365079365,111.72249202965668,275.3293278216721,391.9843073068355,208,1.0,172.44949826233847,345.7512374876144,406.6469689365929,floor=0.70
18,generation_outage,durable_workflow,520,0.9961538461538462,0,0,879.5999999999958,1698.06949806949,1.498076923076923,122.18174407357776,290.7930936828607,374.203675509862,228,0.9912280701754386,177.25402090184934,318.6960399279475,384.7650875998338,floor=0.70
19,generation_outage,durable_workflow,512,0.998046875,0,0,812.3999999999969,1589.8238747553755,1.435546875,111.36286955668953,256.167326221492,391.5593116858888,197,0.9949238578680203,176.44382335032083,341.8169012548367,508.673932591674,floor=0.70
20,generation_outage,durable_workflow,521,0.9961612284069098,0,0,834.7999999999965,1608.4778420038467,1.4318618042226487,110.61583007195895,278.5768033182626,350.0482595890421,196,0.9897959183673469,187.09023701775095,315.8165670400115,359.6027352063535,floor=0.70
21,generation_outage,durable_workflow,544,0.9981617647058824,0,1,868.3999999999965,1599.263351749533,1.4283088235294117,110.9012247290566,277.07343217152004,372.7860433195276,208,0.9951923076923077,164.64385326436332,325.1481190082104,380.0081932777098,floor=0.70
22,generation_outage,durable_workflow,557,0.9964093357271095,0,0,918.9999999999957,1655.855855855848,1.4703770197486534,119.8596409707568,296.013307220029,362.54360766474383,230,0.991304347826087,169.81080321860372,310.0026109337264,375.49849706424243,floor=0.70
23,generation_outage,durable_workflow,534,0.99812734082397,0,0,871.3999999999961,1634.8968105065594,1.4550561797752808,114.4929190660373,300.17502225470025,358.4082152288231,233,0.9957081545064378,167.10916946680004,337.7961821757119,370.26237850057123,floor=0.70
24,generation_outage,durable_workflow,568,0.9982394366197183,0,0,930.9999999999958,1641.975308641968,1.4595070422535212,110.20196327369968,302.1970823374834,357.1340825235286,239,0.99581589958159,171.97598631485607,335.05545375729685,362.9441275943318,floor=0.70
25,generation_outage,durable_workflow,535,0.9981308411214953,0,0,875.799999999996,1640.0749063670337,1.4598130841121495,113.18859624512743,270.52885465049076,381.4114915478938,217,1.0,168.42558396962932,323.1197750287704,448.32426009274445,floor=0.70
26,generation_outage,durable_workflow,502,1.0,0,0,820.5999999999966,1634.6613545816667,1.456175298804781,110.01192145414575,271.7329789880732,337.9921739899544,209,1.0,173.57116163894784,303.1768500969097,379.8743888450815,floor=0.70
27,generation_outage,durable_workflow,542,1.0,0,0,900.599999999996,1661.6236162361552,1.477859778597786,116.32855291843379,253.8864840941668,371.65587229366827,243,1.0,163.17463216304668,317.52920431285656,399.0773632752789,floor=0.70
28,generation_outage,durable_workflow,524,1.0,0,0,859.3999999999962,1640.0763358778554,1.463740458015267,112.6441432511815,269.4113357618162,384.018368553143,214,1.0,171.04225919326427,311.9831842261351,384.21012139003915,floor=0.70
29,generation_outage,durable_workflow,535,1.0,0,0,905.1999999999958,1691.9626168224222,1.4934579439252336,122.77504401037709,286.28263028519837,374.96385049169317,238,1.0,180.22499201346727,323.6305506507165,425.54269708255583,floor=0.70
30,generation_outage,durable_workflow,512,0.998046875,0,0,848.3999999999963,1660.2739726027326,1.474609375,115.84293845596312,261.054414228891,373.7711625665122,222,0.9954954954954955,176.5546358287893,311.24965025904066,386.5963387405923,floor=0.70
